ID,time,text,retweets,favorites
1298820984640876544,Thu Aug 27 03:13:48 +0000 2020,"ESPN Sources: Among themes in meeting: NBPA explained financial implications of ending season, including possible lockout next year. Chris Paul on leaving meeting unified; CJ McCollum on needing a plan of action. Doc Rivers on using platform, voting, holding police accountable.",3067,17589
1298819057161048064,Thu Aug 27 03:06:08 +0000 2020,"Discussions on continuing season will extend into tomorrow, sources tell ESPN, but appears unlikely the three playoff games on Thursday will be played. ""Everyone is still too emotional,"" one high-ranking source tells ESPN. ""There needs to be more time to come together on this.""",2537,11665
1298818188935917568,Thu Aug 27 03:02:41 +0000 2020,"The Clippers and Lakers voting on perhaps not continuing with the season was considered more of a polling, than a final vote, sources tell ESPN. The resumption of the playoffs remains still up in the air.",5832,30605
1298791467633315841,Thu Aug 27 01:16:30 +0000 2020,"Before a packed room of teams in a hotel ballroom at Disney, the discussion is centering on whether to continue with the playoffs -- or end the season, sources tell ESPN. So far, there seems to be momentum not to play the three playoff games on Thursday, but nothing's decided.",3593,21187
1298785247102939136,Thu Aug 27 00:51:47 +0000 2020,"So far, speakers in the meeting of NBA players tonight: NBPA president Chris Paul, NBPA VP Andre Iguodala, Kyle Korver and Clippers coach Doc Rivers, sources tell ESPN.",1922,16969
1298778627669143558,Thu Aug 27 00:25:29 +0000 2020,"The NBA has scheduled a special Board of Governors meeting on Thursday morning, sources tell ESPN.",3165,20981
1298770833247174656,Wed Aug 26 23:54:31 +0000 2020,"Within Bucks, there's sentiment that team wants to continue playing here, sources tell ESPN. The team's statement about it ""imperative for the Wisconsin state legislature to reconvene after months of inaction..."" was an important element of action that players want to influence.",1698,13667
1298769420224004102,Wed Aug 26 23:48:54 +0000 2020,Statement from @NBA_Coaches Association: The NBA coaches support our players 100 percent. The restart happened largely because of the platform it provided. The baseless shootings of Jacob Blake and other black men and women by law enforcement underscores the need for action...,1799,11727
1298749552464404480,Wed Aug 26 22:29:57 +0000 2020,"Inside the locker room, the Milwaukee Bucks were on a conference call with Wisconsin Attorney General Josh Kaul and Lieutenant Governor Mandela Barnes, sources tell ESPN.",5575,34294
1298741301836484609,Wed Aug 26 21:57:10 +0000 2020,"Tonight's meeting with players will go a long way toward determining how the players will move forward with rest of season, sources tell ESPN.",2170,15335
1298741028221071361,Wed Aug 26 21:56:05 +0000 2020,"Emotions are raw, players were already worn out of bubble environment prior to the Jacob Blake shooting and sources say discussions within teams are ongoing about postponing tomorrow's three games too -- and beyond. ""The season is in jeopardy,"" one vet player here tells ESPN.",10135,50248
1298735689450881024,Wed Aug 26 21:34:52 +0000 2020,"Every NBA player is invited to join the meeting in The Bubble at 8 PM to discuss how they'll proceed from today's boycotts, sources tell @ZachLowe_NBA and me.",4816,29298
1298729636004798466,Wed Aug 26 21:10:49 +0000 2020,"The NBA, owners and front offices didn't see this wave of player boycotts coming today. Hours ago, they all expected to be playing these games tonight. This is a pivot point for the NBA and professional sports in North America.",29619,163469
1298728726407114752,Wed Aug 26 21:07:12 +0000 2020,"All games are postponed, and Game 5 of each series will be rescheduled, NBA says.",10270,49717
1298728518143086593,Wed Aug 26 21:06:22 +0000 2020,"The Portland Trail Blazers and Lakers won't be playing Game 5 tonight, league says.",4944,25398
1298724949473935363,Wed Aug 26 20:52:11 +0000 2020,"The Lakers have a team meeting soon to discuss the possbility of boycotting Game 5 tonight against Portland, sources tell ESPN.",4690,26624
1298715312594927617,Wed Aug 26 20:13:54 +0000 2020,"The Milwaukee Bucks have decided to boycott Game 5, source tells ESPN.",46787,187712
1298712643146878977,Wed Aug 26 20:03:17 +0000 2020,"Top NBA executives are outside of the Milwaukee locker room, but haven't gone inside, per source.",2093,13809
1298711259051724808,Wed Aug 26 19:57:47 +0000 2020,"The Milwaukee Bucks still haven't come out to the court for Game 6 with the Orlando Magic and there's been some discussion within the Bucks about a boycott, sources tell @malika_andrews and me. NBA officials have gone into the Milwaukee locker room.",6394,23660
1298663757158273030,Wed Aug 26 16:49:02 +0000 2020,"Houston’s Russell Westbrook is expected to test his strained quadriceps on the court prior to Game 5 vs. Oklahoma City today and make a gametime decision on returning, sources tell ESPN.",926,6202
1298649134895857669,Wed Aug 26 15:50:56 +0000 2020,"D'Antoni isn't an inexpensive hire and that'll be a question for Pacers and small market teams with league revenue stagnant in pandemic: How far will they go to pay a coach? Indiana also plans to search pool of those they'd consider 'program builders' over long-term, per sources.",285,2376
1298644694029737984,Wed Aug 26 15:33:17 +0000 2020,"Rockets coach Mike D’Antoni — in the final year of his contract — will be an Indiana target should he become available, sources tell ESPN.",1657,11359
1298317704101793797,Tue Aug 25 17:53:56 +0000 2020,"NBPA executive director @MRobertsNBPA to ESPN: ""Extending is an easy call. If everyone continues to be well-intentioned on how we deal with the economic effects of this virus, we'll just make the appropriate adjustments and there won't be a need to terminate the CBA at all.""",89,636
1298313377584951301,Tue Aug 25 17:36:45 +0000 2020,"Despite current and projected revenue losses impacting the NBA and NBPA revenue split, there’s optimism the sides can reach agreements on temporary changes to the CBA and agreeing on the next salary cap that would preclude the need to enact the nuclear option of terminating CBA.",183,1220
1298311667923791872,Tue Aug 25 17:29:57 +0000 2020,"ESPN Sources: For the second time, NBA and NBPA agree to push back 60-day window that preserves right of each side to terminate the Collective Bargaining Agreement in wake of the pandemic. The new negotiating deadline on modications to the CBA for 2020-2021 is October 15.",359,2058
1298007825633947649,Mon Aug 24 21:22:36 +0000 2020,"Brown is well-respected inside and outside the organization and credited with shepherding Sixers through The Process and eventually into playoffs. Of the man who fired him today, Brown calls Brand in a statement: ""A high-character talent that the 76ers are fortunate to have.""",309,3617
1298002621681278977,Mon Aug 24 21:01:55 +0000 2020,"The franchise's plan is that Brand will continue to oversee basketball operations, sources said, but the personnel and structure in the front office is undergoing significant evaluation and change is looming.",989,6205
1298001906695110657,Mon Aug 24 20:59:04 +0000 2020,"The Philadelphia 76ers fired coach Brett Brown, sources tell ESPN.",15662,86210
1297912938494414849,Mon Aug 24 15:05:33 +0000 2020,"ESPN Sources: A possible NBA coaching candidate whose name is gaining traction within front offices: Michigan coach Juwan Howard. Howard has an obviously strong resume as a player and later an assistant under Erik Spoelstra. He interviewed for Lakers, Cavs before taking UM job.",879,7221
1297712823460605959,Mon Aug 24 01:50:22 +0000 2020,"Toronto-Boston Eastern Conference semifinals series: 

Game 1 – Thursday, August 27
Game 2 – Saturday, August 29
Game 3 – Monday, August 31
Game 4 – Wednesday, September 2
Game 5* – Friday, September 4
Game 6* – Sunday, September 6
Game 7* – Tuesday, September 8",2082,13258
1297621418289528835,Sun Aug 23 19:47:09 +0000 2020,"Boston beats Philadelphia in Game 4 to sweep the first-round series, and changes are coming for the Sixers. Brett Brown is without internal momentum to return for his eighth season as coach, and a final decision could come soon, sources tell ESPN.",2522,15567
1297264150763249664,Sat Aug 22 20:07:30 +0000 2020,It isn't believed Indiana All-Star F/C Domantas Sabonis has been able to engage in basketball activity for past 6 weeks rehabbing plantar fasciitis and sources say there’s no expectation he'll rejoin active roster should Pacers still be alive once he clears quarantine this week.,336,3157
1296934484147949569,Fri Aug 21 22:17:31 +0000 2020,"San Antonio Spurs guard Derrick White had surgery on the second toe of his left foot, sources tell ESPN. White averaged a career-best 11.3 points this season.",276,2456
1296919024492777477,Fri Aug 21 21:16:05 +0000 2020,"Portland’s Zach Collins will require season-ending ankle surgery, sources tell ESPN.",1170,8893
1296895975450124288,Fri Aug 21 19:44:30 +0000 2020,"ESPN Sources: Among the topics discussed on the NBA’s Board of Governors call with Adam Silver today: Delaying the mid-October NBA draft and start of free agency, and possible timeframes for starting the 2020-2021 season beyond current Dec. 1 date. No decisions yet.",440,2236
1296818252925095939,Fri Aug 21 14:35:39 +0000 2020,"Utah Jazz guard Mike Conley Jr., is clearing quarantine soon and will be in lineup for Game 3 against Denver today, sources tell ESPN. Conley returned to Orlando on Monday night after attending the birth of his son, Elijah.",619,7283
1296526339986595841,Thu Aug 20 19:15:42 +0000 2020,"Story filed to ESPN: In team meetings and conversations at Disney’s Wide World of Sports, @TheNBPA has been preparing players for the probability that the start of free agency in mid-October could be pushed back several weeks.",301,1191
1296515284615016449,Thu Aug 20 18:31:46 +0000 2020,"Aaron Gordon (hamstring) and Michael Carter-Williams (left foot) are ruled out of Orlando's Game 2 vs. Milwaukee today, team says.",258,2344
1296202249660698625,Wed Aug 19 21:47:53 +0000 2020,"Joe Harris has left The Bubble for a non-medical matter, the Nets say.",542,7020
1295531111351758848,Tue Aug 18 01:21:01 +0000 2020,"Boston's Gordon Hayward will undergo an MRI on his sprained right ankle tonight, sources tell @malika_andrews and me. He left the Game 1 victory over Philadelphia limping in the fourth quarter.",509,3718
1295429371201818625,Mon Aug 17 18:36:44 +0000 2020,NBA tiebreakers broken today for selection order in 2020 NBA Draft: Sacramento over New Orleans. Oklahoma City over Houston and Utah.,278,3087
1295111768461778946,Sun Aug 16 21:34:42 +0000 2020,"More depth concerns for Utah: Jazz F Ed Davis will miss the first-round playoff series against Denver with a left knee MCL injury, sources tell ESPN. He's expected to be re-evaluated in a few weeks, per sources.",320,2317
1294687625215909888,Sat Aug 15 17:29:18 +0000 2020,Portland Trail Blazers center Jusuf Nurkic (@BosnianBeast27) announces on Instagram that his grandmother has died of the coronavirus. Blazers play the Grizzlies at 2:30 PM ET on ABC in Game 1 of the Western Conference play-in.,3453,24287
1294670512925417472,Sat Aug 15 16:21:18 +0000 2020,"New Orleans has dismissed coach Alvin Gentry, sources tell @_andrew_lopez and me.",3954,22731
1294337924419420163,Fri Aug 14 18:19:43 +0000 2020,"The NBA plans to revisit rules for owners and senior basketball executives about entry into The Bubble after the first-round of the playoffs, based on ""campus conditions at that time,"" according to a memo shared with teams today. Most will attend first-round in the outer tier.",215,1555
1294316510748573701,Fri Aug 14 16:54:38 +0000 2020,"The discussions for the eight teams left out of Orlando restart continue to center on in-market workouts starting in September, sources tell ESPN. Those teams remain anxious for chance to get teams back in gym during long hiatus — especially with no summer league.",235,1689
1294276769927909376,Fri Aug 14 14:16:43 +0000 2020,"For now, Chicago's assistant coaching staff will remain in place to continue working with players at team facility, sources said. The top assistants -- Roy Rogers and Chris Fleming -- are under contract beyond this season.",170,1532
1294263263514042370,Fri Aug 14 13:23:02 +0000 2020,Bulls have fired coach Jim Boylen,9784,72291
1293948238026989575,Thu Aug 13 16:31:14 +0000 2020,"As @Jonathan_Feigen reports, sources say Russell Westbrook is expected to minimally miss the start of Houston's first-round series with his strained right quad muscle. Westbrook's return will depend upon how he responds to treatment.",863,3955
1293658525047099395,Wed Aug 12 21:20:02 +0000 2020,"The NBA is suspending Milwaukee star Giannis Antetokounmpo for the Bucks’ final seeding game on Thursday for head bump on Wizards’ Mo Wagner, source tells ESPN.",3441,28707
1293545777906749441,Wed Aug 12 13:52:01 +0000 2020,"Among those also NOT allowed as player guests, per memo: ""current/prospective staff or business relationships...including agents, trainers, massage/physical therapists, personal chefs and tattoo artists.""",457,3437
1293540299222982656,Wed Aug 12 13:30:14 +0000 2020,"Here's who isn't eligible to come into The Bubble as a guest, per memo: ""Any individual the player has not previously met in person or with whom the player has had limited in-person interactions. (For example)... known by the player only through social media or an intermediary.""",1812,15156
1293539340388360196,Wed Aug 12 13:26:26 +0000 2020,"Each player is allowed one ticket per playoff game for a guest -- plus an additional admission for a child (32 inches and below), per memo.",865,7015
1293538910358970371,Wed Aug 12 13:24:43 +0000 2020,"Player guests can quarantine in team's market for three days, travel to Orlando, and then again for four days; or travel directly to Orlando and quarantine seven days there, per league memo.",457,2280
1293537346550472710,Wed Aug 12 13:18:30 +0000 2020,"Players will be allowed to bring in family and ""established longstanding personal friends,"" into The Bubble, per memo shared with teams today.",2146,17069
1293536408360148996,Wed Aug 12 13:14:47 +0000 2020,"NBA/NBPA guidelines on guests, starting after first-round of playoffs, per sources. 
Four guests per player, but can be exceeded for children. 
Guests can travel on team charters following testing.
Guests will be allowed to attend games.",1085,4539
1293181539447009280,Tue Aug 11 13:44:39 +0000 2020,"The New York Knicks have hired Kentucky associate head coach Kenny Payne as an assistant coach, sources tell ESPN. Payne is the first formal addition to new coach Tom Thibodeau’s staff with the Knicks.",861,5414
1292932238741471233,Mon Aug 10 21:14:01 +0000 2020,Ben Simmons had his left knee surgery to remove a loose body in Philadelphia today and will remain there for rehab. He's expected to miss the rest of the season.,1534,9462
1292930982446796802,Mon Aug 10 21:09:02 +0000 2020,"Sixers All-Star Joel Embiid (left ankle) is out against the Suns on Tuesday, Sixers say.",511,5239
1292604495369732098,Sun Aug 09 23:31:41 +0000 2020,"Joel Embiid won’t return to game vs. Blazers with left ankle injury, per Sixers.",1152,10920
1292531300465811456,Sun Aug 09 18:40:50 +0000 2020,"Naismith Basketball Hall of Famer Paul Westphal has been diagnosed with brain cancer, according to his longtime friend @MikeLupica. Always considered one of the great gentlemen of the game, Westphal had a decorated career as an All-NBA player and head coach.",577,4341
1292162656187686913,Sat Aug 08 18:15:59 +0000 2020,"Denver guard Jamal Murray (hamstring) will return to the lineup today vs. Utah, source tells ESPN.",333,2793
1292162372703051777,Sat Aug 08 18:14:51 +0000 2020,"While the Sixers haven't ruled Simmons out for the season, sources say it would take a deep run into the playoffs to keep the door open on the possibility of a return --- and that's still an iffy proposition. For now, the Sixers need to prepare for a postseason without Simmons.",723,3824
1292160338935328773,Sat Aug 08 18:06:46 +0000 2020,"Philadelphia’s All-Star F Ben Simmons will undergo surgery to remove a loose body in his left knee, sources tell ESPN.",1928,13757
1291886419221323781,Fri Aug 07 23:58:19 +0000 2020,"Orlando's Jonathan Isaac had surgery to repair his torn ACL and a meniscus tear today, the Magic says.",612,8203
1291418223846608896,Thu Aug 06 16:57:52 +0000 2020,"Ben Simmons suffered a subluxation of the left knee cap, Sixers say. He’s considering treatment options and currently out.",1376,9496
1291132335274983427,Wed Aug 05 22:01:51 +0000 2020,"Early indications on Ben Simmons are encouraging — no swelling or pain in left knee after leaving court, sources tell ESPN.",999,9392
1290825730507657227,Wed Aug 05 01:43:31 +0000 2020,"X-Ray negative on Miami guard Goran Dragic's ankle, a slight spain, source tells ESPN.",708,8006
1290778497879887873,Tue Aug 04 22:35:50 +0000 2020,"Brutal blow for Jackson Jr., one of the best young forwards in the NBA. Suddenly, the fight for the No. 8 seed in the West becomes even greater for Memphis.",659,7340
1290777949361381385,Tue Aug 04 22:33:39 +0000 2020,"Grizzlies: Memphis F Jaren Jackson Jr., suffered a meniscus tear in his left knee and will miss the rest of the season.",3181,22488
1290297332521549824,Mon Aug 03 14:43:51 +0000 2020,"NBA teams have been concerned that player availability could become jeopardized should an inconclusive test result fall in the middle of a playoff series and force someone to miss a game. In certain cases, this protocol change could shorten that quarantine window for players.",259,2044
1290295103509147648,Mon Aug 03 14:34:59 +0000 2020,"The NBA has adjusted its protocol for players who return inconclusive tests for the coronavirus, allowing for a quicker possible return to game action, according to a league memo shared with teams.",393,3413
1290146781360267264,Mon Aug 03 04:45:37 +0000 2020,"Disappointing news: Orlando Magic F Jonathan Isaac has suffered a torn ACL in his left knee, source tells ESPN. Isaac missed 31 games with knee injury earlier and worked his way back for restart. A much longer rehab awaits him now.",3763,33517
1290090451832197120,Mon Aug 03 01:01:47 +0000 2020,"Orlando's Jonathan Isaac is on his way to the MRI on his left knee now, sources tell ESPN. As Magic coach Steve Clifford said, he will stay in The Bubble to be examined.",578,6603
1289598861271539712,Sat Aug 01 16:28:22 +0000 2020,"NBA Countdown on ESPN at 12:30 ET. @MariaTaylor, @JalenRose, @RealJayWilliams and @paulpierce34. I'm in The Bubble. Four games on ESPN today, starting with Miami-Denver at 1 PM.",46,693
1289245852062498816,Fri Jul 31 17:05:38 +0000 2020,"Reporting with @MarcJSpears: The Sacramento Kings had a player test with an inconclusive result for Covid-19 on Wednesday, but successive negative test results Thursday and Friday are expected to allow for his availability against Spurs tonight. Player quarantined through today.",313,1808
1288928918855208971,Thu Jul 30 20:06:16 +0000 2020,"ESPN Sources: After months of talks, @TheNBPA has reached agreement with NBA to raise insurance policy coverage for players to a $2.5M benefit for career-ending injuries. Policy covers on-and-off court injuries, including complications from Covid-19. Previous payout was $312K.",514,2690
1288891819607166977,Thu Jul 30 17:38:50 +0000 2020,"NBA will allow the home teams in Orlando to submit content and graphics incorporating social justice messages to be displayed on the in-game venue video boards, league tells teams in a memo today.",574,5114
1288299365333962753,Wed Jul 29 02:24:38 +0000 2020,"X-Rays negative on Eric Gordon's left ankle, source tells ESPN.",495,6827
1288256219917025280,Tue Jul 28 23:33:12 +0000 2020,"Finally, the Denver Nuggets have their entire roster in Orlando: Guard PJ Dozier arrived in The Bubble today, sources tell ESPN.",270,3638
1288228340885794817,Tue Jul 28 21:42:25 +0000 2020,"Pelicans F Zion Williamson has cleared quarantine and will return to practice with the team in Orlando this evening, sources tell ESPN.",1399,15823
1287815763219423235,Mon Jul 27 18:22:59 +0000 2020,"The United Talent Agency (UTA) has appointed Klutch Sports Group CEO and Founder Rich Paul to its Board of Directors, the company says.",600,3237
1287814761904840710,Mon Jul 27 18:19:00 +0000 2020,"While awaiting the players' final plan surrounding pre-game anthems, several NBA coaches tell @malika_andrews and me that they would also kneel on the court if their teams choose to do so, starting with Thursday’s seeding schedule.",279,1849
1287542042810253313,Mon Jul 27 00:15:19 +0000 2020,"Clippers guard Patrick Beverley has returned to the Orlando bubble after leaving for a family emergency on Tuesday, sources tell ESPN.",718,9133
1287509676784005120,Sun Jul 26 22:06:42 +0000 2020,"Before 5 PM on day before seeding games, NBA teams must designate a participation status for players in a league portal, according to a league memo; Five hours prior to tip in instances of back-to-back games.",354,3493
1287083078301757441,Sat Jul 25 17:51:33 +0000 2020,"Two young head coaching candidates who made a strong impression on the Knicks in the search process, per sources: Dallas' Jamahl Mosley and San Antonio's Will Hardy.",353,3407
1287073651880267776,Sat Jul 25 17:14:05 +0000 2020,"The New York Knicks and Tom Thibodeau are finalizing a five-year deal to make him the franchise’s next coach, sources tell ESPN.",6676,38504
1286768943156396039,Fri Jul 24 21:03:17 +0000 2020,"Indiana's Domantas Sabonis has a signficant foot injury and will leave the Orlando bubble to seek treatment from a specialist, sources tell ESPN.",3312,40826
1281346909286924289,Thu Jul 09 21:58:04 +0000 2020,"Tom Thibodeau — the leading candidate for the New York Knicks coaching job — had his formal interview with the organization today, sources tell ESPN.",1017,8179
1280895401168719872,Wed Jul 08 16:03:56 +0000 2020,"New Orleans coach Alvin Gentry has been cleared to travel with the Pelicans to the Orlando bubble, sources tell ESPN.",509,5301
1280633979629076485,Tue Jul 07 22:45:08 +0000 2020,"Brooklyn Nets forward Taurean Prince has tested positive for the coronavirus and will sit out the NBA’s restart in Orlando, sources tell ESPN.",1335,8697
1280557918576939009,Tue Jul 07 17:42:54 +0000 2020,"The Detroit Pistons are hiring Milwaukee executive David Mincberg as an assistant general manager, sources tell ESPN. Mincberg was the Bucks’ VP of Basketball Strategy, working with GM Jon Horst for the past three years.",326,2293
1279909441824047111,Sun Jul 05 22:46:05 +0000 2020,"Detroit Pistons assistant GM Pat Garrity will be departing the organization, sources tell ESPN. His contract was expiring and new GM Troy Weaver is starting to reshape the front office.",369,2900
1279906340043993089,Sun Jul 05 22:33:45 +0000 2020,"The Milwaukee Bucks have shut down the team’s practice facility after receiving results of a Friday round of coronavirus testing, sources tell ESPN. The team isn’t expected to reopen facility for workouts prior to the organization's traveling party leaving for Orlando Thursday.",2069,11357
1279213313105309698,Sat Jul 04 00:39:55 +0000 2020,"NBA teams in Orlando will scrimmage against a team in opposite conference or an unlikely first-round playoff opponent in same conference, league tells teams in a memo.",704,5719
1279158425059045377,Fri Jul 03 21:01:48 +0000 2020,"New Orleans Pelicans associate head coach Jeff Bzdelik, 67, won’t be joining the team in Orlando, his agent Warren LeGarie tells ESPN. The organization is supportive of the decision.",411,2873
1278851540506292224,Fri Jul 03 00:42:21 +0000 2020,"After a positive test for the coronavirus in the Los Angeles Clippers traveling party headed to Orlando next week, the organization closed its practice facility to players and staff as a precaution today, sources tell ESPN.",1275,8866
1278730985979478016,Thu Jul 02 16:43:19 +0000 2020,"Sacramento Kings assistant Igor Kokoskov has agreed in principle to become the next head coach of Fenerbahce in Istanbul, sources tell ESPN. Kokoskov had been the Suns head coach and is currently the Serbian national coach.",735,5210
1278728321124241409,Thu Jul 02 16:32:44 +0000 2020,"NBA: In tests of 344 players between June 24-29, nine more players have tested positive for the coronavirus.",1649,11469
1278442081795674113,Wed Jul 01 21:35:19 +0000 2020,"Houston Rockets F Thabo Sefolosha is opting-out of Orlando restart, sources tell ESPN.",900,6250
1278378754017017856,Wed Jul 01 17:23:40 +0000 2020,"JR Smith has signed his deal with the Lakers, source said.",9881,68114
1277996612632092672,Tue Jun 30 16:05:11 +0000 2020,"The Nets practice facility re-opened today after being closed for several days, sources said. Nets had recent positive coronavirus tests with DeAndre Jordan and Spencer Dinwiddie.",228,1510
1277989389205938176,Tue Jun 30 15:36:28 +0000 2020,"After positive tests for the coronavirus within the traveling party headed to Orlando, the Denver Nuggets have closed team's practice facility for several days, sources tell ESPN. Facility was locked to players and staff starting Saturday, and could open again later this week.",1339,6392
1277781101168209920,Tue Jun 30 01:48:49 +0000 2020,"Two Brooklyn Nets have tested positive for the coronavirus -- Jordan and Spencer Dinwiddie. Jordan has opted-out of Orlando, and Dinwiddie is strongly considering the same. Nets will sign a substitute for Jordan, per sources. Nets are presently the seventh seed in East.",1463,8818
1277765902797242371,Tue Jun 30 00:48:25 +0000 2020,"The Portland Trail Blazers plan to sign guard Jaylen Adams as a substitute player to replace Trevor Ariza, sources tell ESPN. Adams was the G-League's MVP runner-up with Wisconsin. #Bonnies",744,4654
1277697138407899137,Mon Jun 29 20:15:10 +0000 2020,"CAA is hiring @EvanDaniels to become an agent in its college basketball coaching division, sources tell ESPN. Daniels will work with agents Jimmy Sexton and Spencer Breecker.",319,1627
1277637736451710980,Mon Jun 29 16:19:08 +0000 2020,"The Cavaliers have converted the two-way contract of F Dean Wade into a multi-year deal, sources tell ESPN.",643,5629
1277634314142994432,Mon Jun 29 16:05:32 +0000 2020,"Free agent guard J.R. Smith and the Lakers are working through final steps of a deal today and he will be added to roster for the Orlando restart, sources tell ESPN.",7706,43733
1277346587010912257,Sun Jun 28 21:02:12 +0000 2020,"Free agent Justin Anderson is signing with the Nets, agent Mark Bartelstein of @PrioritySports tells ESPN.",471,3469
1276549495787044864,Fri Jun 26 16:14:51 +0000 2020,"Free agent F Ryan Broekhoff is signing with the Philadelphia 76ers, agent Andy Shiffman of @PrioritySports tells ESPN.",566,4076
1276530837018882048,Fri Jun 26 15:00:42 +0000 2020,"Sixteen NBA players have tested positive for the coronvavirus of 302 players tested, sources tells ESPN.",8518,32778
1275827983052427265,Wed Jun 24 16:27:49 +0000 2020,"Free agent center Tyler Zeller is signing with Spurs for rest of season, source tells ESPN.",650,6280
1275792587497115654,Wed Jun 24 14:07:10 +0000 2020,"Two agencies -- Tandem and You First -- have merged, per release. Combined clients include Ja Morant, Kristaps Porzingis and Serge Ibaka. “Merging our efforts in basketball will create exciting new possibilities as well as broader expertise,"" Tandem's President Jim Tanner said.",183,1220
1275626554488492032,Wed Jun 24 03:07:25 +0000 2020,"Free agent guard JR Smith has emerged as a leading candidate to replace Avery Bradley on the Lakers roster, sources tell ESPN.",8064,55717
1275625448186265601,Wed Jun 24 03:03:01 +0000 2020,"Free agent guard Tyler Johnson has agreed to a deal with the Brooklyn Nets, sources tell ESPN.",1097,7407
1275620526732578816,Wed Jun 24 02:43:28 +0000 2020,"Los Angeles Lakers guard Avery Bradley has opted-out of playing in the NBA’s Orlando restart of the season, Bradley told ESPN on Tuesday night.",4129,23115
1275563968589897728,Tue Jun 23 22:58:43 +0000 2020,"Wednesday is turning out to be a soft target date for players to opt-out of Orlando – unless they want to enter process to be placed on excused/protected list to keep salary. Teams are largely treating July 1 as deadline, which is when rosters of eligible players are due to NBA.",374,1741
1275528393640075264,Tue Jun 23 20:37:21 +0000 2020,Reporting with @WindhorstESPN: Nuggets star Nikola Jokic tested positive for the coronavirus in Serbia and his return to the U.S. is temporarily delayed. He’s been asymptomatic since testing positive last week. Jokic is expected to be cleared to travel to Denver within a week.,4069,16780
1275480595720781824,Tue Jun 23 17:27:25 +0000 2020,"Remember too: Even among the six teams trying to reach the playoffs via a play-in, none believe this restart is worth risking injuries on players that could carry into next season. For some, Orlando will be an extended summer league to develop young players and protect veterans.",402,2506
1275479296249933825,Tue Jun 23 17:22:16 +0000 2020,"All of this, of course, is hoping that those players testing positive experience little, if no, symptoms. While statistics are on the side of healthy, young NBA players not becoming seriously ill because of the coronavirus, there are no guarantees.",248,1779
1275477612450717698,Tue Jun 23 17:15:34 +0000 2020,"As coronavirus testing for players heading to Orlando starts today, teams are bracing for significant numbers of positive tests. One Western Conference playoff team had four positives in past few weeks, per sources. Full training camps start on July 11 at Disney.",1932,8758
1275429457742966785,Tue Jun 23 14:04:13 +0000 2020,"NBA and NBPA have agreed to put into place an enhanced insurance plan for players in Orlando that would cover career-ending injuries related to Covid-19 or conventional basketball injuries, sources tell ESPN. Potential group policy would cover players for several million dollars.",1010,4431
1275428730949820417,Tue Jun 23 14:01:20 +0000 2020,"One change for use to replacement players in Orlando, per league memo to teams: Replacing a player with Covid-19 must occur no later than 7 days following confirmed positive player resumes training.",252,1072
1275424859527548928,Tue Jun 23 13:45:57 +0000 2020,"As expected, NBA and NBPA have finalized terms of the revised CBA for the Orlando restart, sources tell ESPN. All items in Saturday’s league memo to teams are agreed upon. Transaction window starts at noon.",994,4903
1275181458865471489,Mon Jun 22 21:38:46 +0000 2020,"Portland Trail Blazers forward Trevor Ariza is opting-out of participation in the NBA’s Orlando restart of the season, committing instead to a one-month visitation window with his young son, sources tell ESPN.",1737,13896
1275074936197885959,Mon Jun 22 14:35:29 +0000 2020,"Reporting with @TimBontemps: Washington Wizards F Davis Bertans has decided to sit out the Orlando restart, sources tell ESPN. Bertans is entering free agency off of his most productive NBA season – with two ACL injuries in his past.",972,5369
1274477709519925249,Sat Jun 20 23:02:19 +0000 2020,"NBA will allow up to 10 coaches in facilities starting on Tuesday as players return for ramp-up, league tells teams in a memo.",481,3209
1274434651956883456,Sat Jun 20 20:11:13 +0000 2020,"All-Star guard Victor Oladipo plans to ramp-up activity with the Indiana Pacers starting next week and evaluate his repaired torn quad tendon prior to making a final commitment to playing in the season’s restart in Orlando, Oladipo told ESPN on Saturday. Story soon.",535,4315
1274354295169826816,Sat Jun 20 14:51:54 +0000 2020,"Source: Free agency opens on October 18 still, with moratorium period on deals October 19-23.",740,3035
1274353909461639168,Sat Jun 20 14:50:23 +0000 2020,"Source: NBA Draft will be on October 16, with early entry deadline on August 17.",2371,11363
1273982141467176963,Fri Jun 19 14:13:06 +0000 2020,"Dallas Mavericks assistant Jamahl Mosley has permission to interview for the New York Knicks coaching job, sources tell ESPN. In his sixth season with Rick Carlisle, Mosley has emerged as a head coaching candidate in league. He interviewed for Cavaliers job last year.",252,1858
1273639203096543233,Thu Jun 18 15:30:23 +0000 2020,"San Antonio has granted permission for assistant Will Hardy to interview for the New York Knicks coaching job, sources tell ESPN. Hardy, 32, is well-regarded within Spurs organization.",314,2228
1273624477310615553,Thu Jun 18 14:31:52 +0000 2020,"Weaver played a huge role in identifying several top Thunder draft prospects, including UCLA's Russell Westbrook at No. 4 in 2008 when few considered him that elite of a prospect.",250,2650
1273618711484735491,Thu Jun 18 14:08:58 +0000 2020,"The Detroit Pistons are finalizing a deal with Troy Weaver to make him the franchise's new general manager, sources tell ESPN. Weaver has been the VP of Basketball Operations with Oklahoma City.",1017,4950
