ID,time,text,retweets,favorites
1329923320037453824,Fri Nov 20 23:03:22 +0000 2020,Free agent Goran Dragic is re-signing with the Miami Heat.,1207,16257
1329860806322872320,Fri Nov 20 18:54:58 +0000 2020,"The Golden State Warriors are waiving guard Ky Bowman, who has interest around the NBA, sources tell @TheAthleticNBA @Stadium.",440,5568
1329853859028742146,Fri Nov 20 18:27:22 +0000 2020,"The Bucks are moving on from their pursuit of restricted free agent Bogdan Bogdanovic, who will scan market across league, sources tell me and @sam_amick.",1086,10651
1329846469168336897,Fri Nov 20 17:58:00 +0000 2020,"The Toronto Raptors will begin the 2020-21 NBA season playing in Tampa, Florida.",3192,29277
1329544815302881281,Thu Nov 19 21:59:20 +0000 2020,"Los Angeles Lakers guard Avery Bradley will decline his $5M player option for the 2020-21 season and become a free agent, sources tell @TheAthleticNBA @Stadium.",833,7635
1329543781809577987,Thu Nov 19 21:55:13 +0000 2020,"Celtics’ Gordon Hayward has opted out of his $34M deal for the 2020-21 season and will become a free agent, sources tell @TheAthleticNBA @Stadium.",2692,20428
1329543206913142785,Thu Nov 19 21:52:56 +0000 2020,"Los Angeles Clippers forward JaMychal Green has declined his $5M player option for the 2020-21 season and will become a free agent, sources tell @TheAthleticNBA @Stadium.",372,3031
1329542976591306756,Thu Nov 19 21:52:01 +0000 2020,"The Oklahoma City Thunder are in serious talks to move Kelly Oubre Jr. to the Golden State Warriors, sources tell @TheAthleticNBA @Stadium.",1755,14710
1329541861258776578,Thu Nov 19 21:47:36 +0000 2020,"The Rockets are exercising guard David Nwaba’s $1.8M team option for next season, sources tell @TheAthleticNBA @Stadium.",220,2169
1329532600520675329,Thu Nov 19 21:10:48 +0000 2020,"Timberwolves forward James Johnson has opted into his $16M deal for 2020-21 season, sources tell @TheAthleticNBA @Stadium.",193,2335
1329532233129062401,Thu Nov 19 21:09:20 +0000 2020,"Celtics center Enes Kanter will exercise his $5 million player option for the 2020-21 season, sources tell @TheAthleticNBA @Stadium.",276,2685
1329517861128335361,Thu Nov 19 20:12:13 +0000 2020,"Atlanta is trading Dewayne Dedmon to Detroit, sources tell @TheAthleticNBA @Stadium.",417,3600
1329514099164721154,Thu Nov 19 19:57:17 +0000 2020,"Lakers center JaVale McGee will exercise his $4.2M player option for 2020-21 season, sources tell @TheAthleticNBA @Stadium.",731,6326
1329513949423951879,Thu Nov 19 19:56:41 +0000 2020,"Milwaukee is waiving forward Ersan Ilyasova, sources tell @TheAthleticNBA @Stadium.",540,5833
1329506509437497346,Thu Nov 19 19:27:07 +0000 2020,"The Los Angeles Lakers are waiving guard Quinn Cook, sources tell @TheAthleticNBA @Stadium. Cook had a non-guaranteed season for 2020-21.",1158,10205
1329487469553840134,Thu Nov 19 18:11:28 +0000 2020,"The Knicks declined team option on Bobby Portis ($15.7M) and waived Taj Gibson ($10.29M) and Elfrid Payton ($8M), sources tell @TheAthleticNBA @Stadium. Frees up salary space for New York.",1391,12088
1329486430700236800,Thu Nov 19 18:07:20 +0000 2020,"The Thunder are exercising Hamidou Diallo’s $1.66M team option for next season, sources tell @TheAthleticNBA @Stadium.",237,3043
1329421415146278914,Thu Nov 19 13:48:59 +0000 2020,"Florida State point guard Trent Forrest  is signing a two-way contract with the Utah Jazz, sources tell @TheAthleticNBA @Stadium.",311,2924
1329314389908975616,Thu Nov 19 06:43:42 +0000 2020,"Michigan's Zavier Simpson has agreed to an undrafted free-agent deal with the Los Angeles Lakers, sources tell @TheAthleticNBA @Stadium.",856,6640
1329308372357746688,Thu Nov 19 06:19:47 +0000 2020,"Undrafted Butler guard Sean McDermott has agreed to a two-way deal with the Memphis Grizzlies, sources tell @TheAthleticNBA @Stadium.",261,2382
1329303484232032257,Thu Nov 19 06:00:22 +0000 2020,"Undrafted Marquette guard Markus Howard has agreed to a two-way contract with the Denver Nuggets, sources tell @TheAthleticNBA @Stadium.",588,4967
1329297249483051009,Thu Nov 19 05:35:36 +0000 2020,"Undrafted Kentucky guard Ashton Hagans has agreed to a two-way deal with the Minnesota Timberwolves, sources tell @TheAthleticNBA @Stadium.",365,3291
1329296301985591297,Thu Nov 19 05:31:50 +0000 2020,"Undrafted Penn State forward Lamar Stevens has agreed to a two-way deal with the Cleveland Cavaliers, sources tell @TheAthleticNBA @Stadium.",455,3247
1329290946102636545,Thu Nov 19 05:10:33 +0000 2020,Last 2020 NBA Draft Pick: Sam Merrill at No. 60 to Milwaukee.,315,3893
1329290816834203648,Thu Nov 19 05:10:02 +0000 2020,Sources: Toronto is selecting Jalen Harris at No. 59 in NBA Draft,178,1437
1329289195110756352,Thu Nov 19 05:03:35 +0000 2020,Sources: Brooklyn takes Reggie Perry at No. 57 in NBA draft. Jay Scrubb to Clippers.,226,1479
1329287401169149952,Thu Nov 19 04:56:28 +0000 2020,Sources: Indiana is picking Cassius Stanley at No. 54 in NBA Draft.,341,3247
1329286435204108290,Thu Nov 19 04:52:37 +0000 2020,Sources: OKC is selecting Cassius Winston at No. 53 and trading him to Washington.,662,5289
1329286260435939328,Thu Nov 19 04:51:56 +0000 2020,Sources: Houston is selecting Kenyon Martin Jr. at No. 52 in NBA Draft.,416,3770
1329285663552835585,Thu Nov 19 04:49:33 +0000 2020,Sources: Golden State is selecting Justinian Jessup at No. 51 in NBA Draft.,190,1459
1329285243237437441,Thu Nov 19 04:47:53 +0000 2020,Sources: Atlanta is selecting Skylar Mays at No. 50 in NBA Draft.,113,882
1329283911797641216,Thu Nov 19 04:42:36 +0000 2020,Sources: Golden State is selecting Nico Mannion at No. 48 in NBA Draft.,666,8070
1329283416903258112,Thu Nov 19 04:40:38 +0000 2020,Sources: Boston is selecting Yam Madar at No. 47 in NBA Draft.,179,1835
1329281948217446401,Thu Nov 19 04:34:47 +0000 2020,Sources: Milwaukee is selecting Jordan Nwora at No. 45 in NBA Draft.,223,1610
1329280896764157952,Thu Nov 19 04:30:37 +0000 2020,Sources: Sacramento is selecting Jahmius Ramsey at No. 43 in NBA Draft.,151,1058
1329280486951317504,Thu Nov 19 04:28:59 +0000 2020,Sources: New Orleans is selecting Nick Richards at No. 42 in NBA Draft.,95,744
1329280055902613506,Thu Nov 19 04:27:16 +0000 2020,Sources: San Antonio is selecting Tre Jones at No. 41 in NBA Draft.,347,3181
1329279013622308866,Thu Nov 19 04:23:08 +0000 2020,Sources: Sacramento is selecting Robert Woodard at No. 40 in NBA Draft.,157,1132
1329278615780003840,Thu Nov 19 04:21:33 +0000 2020,Sources: Pelicans are selecting Elijah Hughes at No. 39 in NBA draft.,151,983
1329277946033545219,Thu Nov 19 04:18:53 +0000 2020,Sources: OKC acquiring Vit Krejci from Wizards at No. 37.,216,1496
1329276500051365888,Thu Nov 19 04:13:09 +0000 2020,Sources: Dallas is picking Tyler Bey at No. 36 in the NBA Draft. Pick acquired in Josh Richardson/Seth Curry trade.,300,2127
1329276277954662402,Thu Nov 19 04:12:16 +0000 2020,Sources: Memphis is picking Xavier Tillman at No. 35 in NBA Draft.,228,1773
1329275869895012355,Thu Nov 19 04:10:38 +0000 2020,Sources: 76ers picking Theo Maledon at No. 34 in the NBA Draft.,211,1947
1329274774888062978,Thu Nov 19 04:06:17 +0000 2020,"Philadelphia is finalizing trading Josh Richardson to Dallas, sources tell @TheAthleticNBA @Stadium.",1588,11286
1329274072912580609,Thu Nov 19 04:03:30 +0000 2020,Sources: Charlotte is picking Vernon Carey at No. 32 in the NBA Draft.,191,1614
1329272828810698752,Thu Nov 19 03:58:33 +0000 2020,Sources: Dallas is picking Tyrell Terry at No. 31 in the NBA Draft.,345,3333
